"playerID","retroID","bbrefID","nameFirst","nameLast","nameGiven","weight","height","bats","throws","debut","finalGame","birthDate","nameFirstLast","age_eval","primary_pos","btt_G","btt_AB","btt_R","btt_H","btt_X2B","btt_X3B","btt_HR","btt_RBI","btt_BB","btt_SO","btt_SB","btt_BA","btt_SlugPct","btt_OBP","ptch_W","ptch_L","ptch_G","ptch_GS","ptch_CG","ptch_H","ptch_SO","ptch_BB","ptch_SHO","ptch_SV","ptch_ERA","ptch_W_Pct","ptch_Inn","WAR","btt_WAR_def","btt_AB_weight","btt_BA_weight","btt_BB_weight","btt_G_weight","btt_H_weight","btt_HR_weight","btt_OBP_weight","btt_R_weight","btt_RBI_weight","btt_SB_weight","btt_SlugPct_weight","btt_SO_weight","btt_WAR_def_weight","btt_X2B_weight","btt_X3B_weight","ptch_BB_weight","ptch_CG_weight","ptch_ERA_weight","ptch_G_weight","ptch_GS_weight","ptch_H_weight","ptch_Inn_weight","ptch_L_weight","ptch_SHO_weight","ptch_SO_weight","ptch_SV_weight","ptch_W_weight","ptch_W_Pct_weight","pweight","btt_G_idx","btt_AB_idx","btt_R_idx","btt_H_idx","btt_X2B_idx","btt_X3B_idx","btt_HR_idx","btt_RBI_idx","btt_BB_idx","btt_SO_idx","btt_SB_idx","btt_BA_idx","btt_SlugPct_idx","btt_OBP_idx","btt_WAR_def_idx","pos_idx","diviance","Similarity_Score"
"ramirma02","ramim002","ramirma02","Manny","Ramirez","Manuel Aristides",225,72,"R","R","1993-09-02","2011-04-06",1972-05-30,"Manny Ramirez",23.6,"OF",142.932440733564,510.742077999652,88.0723491853052,156.803079420443,37.6447563607897,2.18169912512287,31.1922462637425,106.567274556544,78.7773663857182,103.924286122529,7.10558736655515,0.305660546857704,0.570277595537281,0.396688254538917,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62119221783,-1.19486196476718,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.471813844687322,2.05969024058927,0.664752436334748,0.2427821524809,0.0510840889046112,1.47201232383295,0.146553698735284,0.154545737969121,1.03874382824548,58.3983560662452,0.934988284980323,6.18683990067867,0.543685344375346,0.0178641859667023,0.631080243341263,1.4210854715202e-14,8.54486935987715,31.6410451209828
"allendi01","alled101","allendi01","Dick","Allen","Richard Anthony",187,71,"R","R","1963-09-03","1977-06-19",1942-03-08,"Dick Allen",23.6,"1B",149.521726019314,565.352850217426,107.397665865456,176.320750326661,28.2668409442307,11.5771231492173,32.5384577693979,100.116475722674,69.7825836400347,140.618774801856,10.8317063636569,0.312384513331607,0.58061077514983,0.387905635629634,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30001681139446,-0.594313345302823,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,12,0.152292174565288,0.140157419712997,0.000349472254728244,0.00395546342084804,0.278878597871954,1.10599526535509,0.0948118891725124,0.0157128961740669,3.1157435967491,8.7105989569859,0.244481011758084,21.1883965546105,0.0717409866622112,3.18021344762837,0.233817567030846,36,8.63348975211951,30.9320819830439
"mantlmi01","mantm101","mantlmi01","Mickey","Mantle","Mickey Charles",195,71,"B","R","1951-04-17","1968-09-28",1931-10-20,"Mickey Mantle",23.6,"OF",144.808090551729,519.700627168295,121.946964381883,157.460831520203,22.4507555586126,10.5528599384985,32.4232308672251,99.260859875,106.419824955367,99.4089784640336,7.07937774755701,0.303121986044846,0.573864127187801,0.420831587713801,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33541988465701,0.569420521151894,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.362943392885386,1.59049151153391,0.337628237859777,0.224680406496752,0.991576145522991,0.647617517249345,0.0988014768346318,0.00807024994453263,1.62121161688492,67.5528713246781,0.941426752473044,2.85122646953334,0.15089970844133,19.3708921749943,0.0141206636011581,7.105427357601e-15,9.83689268259716,21.3048585392227
"sizemgr01","sizeg001","sizemgr01","Grady","Sizemore","Grady",205,74,"L","L","2004-07-21","2015-10-03",1982-08-02,"Grady Sizemore",23.6,"OF",154.945632397314,625.100329756151,120.967192327186,180.828938163499,45.6764469573028,10.5616660692018,24.9431810746732,75.0406776580532,66.7019354604647,140.596501808252,21.0259245982262,0.287542379375564,0.511396538912617,0.364458763661883,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35808196178821,0.694619815750788,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.0213362473273716,0.618091417565165,0.292323659440728,0.0365688678958298,0.76015942679979,0.65103876812653,0.533693432394703,0.83821822954998,4.08295572406696,8.72741257526027,0.63719876287546,10.3278027787393,41.7988869513599,38.2838200666108,0.0337224123873679,0,10.3751255086577,16.9989959307382
"cansejo01","cansj001","cansejo01","Jose","Canseco","Jose",240,76,"R","R","1985-09-02","2001-10-06",1964-07-02,"Jose Canseco",23.6,"OF",158.204870614191,615.085176003697,104.700594519477,175.161441350078,33.8097651262415,1.00971733052304,37.7708958041493,119.968448548124,68.2137915511644,141.448252082586,29.9394160458511,0.285199633767916,0.527875994705734,0.359193918964457,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11148529858078,-0.907184261137664,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,4.31912972653116e-07,0.350048197620587,0.0168669988496028,0.000893394178074013,0.00678411314122343,2.2373921514046,0.000281037622290827,0.901368614602214,3.59197493356315,8.09598037946187,3.71926573402106,15.6092432095214,23.6401193871904,51.4992702564623,0.416665782169084,7.105427357601e-15,10.4921949382253,16.0624404941975
"mcgwima01","mcgwm001","mcgwima01","Mark","McGwire","Mark David",215,77,"R","R","1986-08-22","2001-10-07",1963-10-01,"Mark McGwire",23.6,"1B",151,557,97,161,28,4,49,118,71,131,1,0.289,0.618,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,-1.39,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,12,0.104779354100494,0.287967295864517,0.200083883327846,0.139317743776062,0.302002001350908,0.600520396019728,0.369740114080128,0.752893328600512,2.76950713236415,17.4799397953444,3.03170330921303,7.59023412640851,15.2490990239051,26.4871787052906,0.801765937201498,36,10.5908796682262,15.2729626541902
"robinfr02","robif103","robinfr02","Frank","Robinson","Frank",183,73,"R","R","1956-04-17","1976-09-18",1935-08-31,"Frank Robinson",23.6,"OF",147.022744566226,551.686829331134,100.239792294692,165.338586240053,28.9847005728437,4.70686428476952,33.7590188658908,107.102340632423,64.2621663195321,88.9844959983358,14.7513691523127,0.299525239688714,0.553552106057896,0.377088396011562,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47449367812814,-0.450435779867022,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.252754633096968,0.409384272297215,0.0984431173253634,0.0623719005237751,0.221242517219513,0.365457416327799,0.0575995630881159,0.172501992859301,4.94158876872718,91.2325881373136,6.70910184971328e-06,0.310040275347163,5.59028931073205,14.5552995927887,0.167340143477456,7.105427357601e-15,10.882872247262,12.9370220219038
"clarkwi02","clarw001","clarkwi02","Will","Clark","William Nuschler",190,74,"L","L","1986-04-08","2000-10-01",1964-03-13,"Will Clark",23.6,"1B",154.027639900305,546.909196661508,95.0315493571665,158.396184883135,30.0612591657181,5.35730253885881,29.2163168428422,97.7780997874591,79.1819955178157,115.229488766632,7.38250889743655,0.290130445311659,0.523768657458124,0.377832817956884,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51669520080754,-0.930995475168819,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,12,0.0351173028926079,0.53675329370283,0.27926041512034,0.200146500501191,0.147298448506379,0.200463436892997,0.242823232311398,0.000800061488889833,0.971468380768602,38.400119491576,0.868311534819179,5.75680521001596,27.6851273326829,13.5079363024716,0.432729532423665,36,11.1921919424291,10.4624644605673
"uptonju01","uptoj001","uptonju01","Justin","Upton","Justin Irvin",205,74,"R","R","2007-08-02","2015-09-30",1987-08-25,"Justin Upton",23.6,"OF",149.592569042635,558.104552735939,93.8932428863885,159.538905174718,34.7254829959512,4.62819454604131,26.548314140116,82.4241639070958,60.0268319339585,134.434247966748,20.053018622815,0.285538964873022,0.504651725631611,0.365026171764281,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5750296867479,-0.0288599352493521,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.149813153891108,0.265400620202488,0.331055578546461,0.17209788710982,7.62127948093709e-05,0.388746553200601,0.411173357657999,0.370947832093132,6.62658275303753,14.0019327137529,0.45545773264649,14.776952905663,50.7133494036315,36.9763053755121,0.0364253541002297,7.105427357601e-15,11.2105449213604,10.3156406291166
"griffke02","grifk002","griffke02","Ken","Griffey","George Kenneth",195,75,"L","L","1989-04-03","2010-05-31",1969-11-21,"Ken Griffey",23.6,"OF",151.635519875048,573.613964550808,100.449511392339,178.115543316144,38.6888090271674,3.10227055434606,37.3915017056939,106.333492019049,78.0713540083451,82.9733912038914,15.0132727617979,0.310461832039844,0.583783685860851,0.393124373495635,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70321878683175,0.581903328073801,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.0870758306873202,0.0457567008130214,0.0930929718071746,0.0129928016836244,0.0960835278674745,0.982766106787957,0.00143451531615515,0.147009952465629,1.16152165593446,106.501380046909,0.00128173924555745,15.9847920508173,0.33235316457161,0.644918957850887,0.0156980367073185,7.105427357601e-15,11.2297888697635,10.161689041892
"puigya01","puigy001","puigya01","Yasiel","Puig","Yasiel",255,74,"R","R","2013-06-03","2015-10-04",1990-12-07,"Yasiel Puig",23.6,"OF",132.357845875804,495.431383503214,82.7569089266111,149.713349378626,31.3119439548376,6.51147548024147,17.0665105084679,59.4014054237885,55.9793914124979,114.401405423789,11,0.304176580564921,0.499197189152423,0.385199531525404,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20068852881449,0.0521779773992507,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,1.35243204415039,3.00177950873968,1.0700597144185,0.482409531308381,0.080215454557131,0.0287296511915038,1.36616085520354,2.44837088166429,8.4673958230369,39.7231898930139,0.223832515947767,4.08199224909263,58.5521740724485,5.25147038713354,0.0221733121027166,1.4210854715202e-14,11.2317579164621,10.1459366683031
