"playerID","retroID","bbrefID","nameFirst","nameLast","nameGiven","weight","height","bats","throws","debut","finalGame","birthDate","nameFirstLast","age_eval","primary_pos","btt_G","btt_AB","btt_R","btt_H","btt_X2B","btt_X3B","btt_HR","btt_RBI","btt_BB","btt_SO","btt_SB","btt_BA","btt_SlugPct","btt_OBP","ptch_W","ptch_L","ptch_G","ptch_GS","ptch_CG","ptch_H","ptch_SO","ptch_BB","ptch_SHO","ptch_SV","ptch_ERA","ptch_W_Pct","ptch_Inn","WAR","btt_WAR_def","btt_AB_weight","btt_BA_weight","btt_BB_weight","btt_G_weight","btt_H_weight","btt_HR_weight","btt_OBP_weight","btt_R_weight","btt_RBI_weight","btt_SB_weight","btt_SlugPct_weight","btt_SO_weight","btt_WAR_def_weight","btt_X2B_weight","btt_X3B_weight","ptch_BB_weight","ptch_CG_weight","ptch_ERA_weight","ptch_G_weight","ptch_GS_weight","ptch_H_weight","ptch_Inn_weight","ptch_L_weight","ptch_SHO_weight","ptch_SO_weight","ptch_SV_weight","ptch_W_weight","ptch_W_Pct_weight","pweight","btt_G_idx","btt_AB_idx","btt_R_idx","btt_H_idx","btt_X2B_idx","btt_X3B_idx","btt_HR_idx","btt_RBI_idx","btt_BB_idx","btt_SO_idx","btt_SB_idx","btt_BA_idx","btt_SlugPct_idx","btt_OBP_idx","btt_WAR_def_idx","pos_idx","diviance","Similarity_Score"
"jeffest01","jeffs001","jeffest01","Stan","Jefferson","Stanley",175,71,"B","R","1986-09-07","1991-10-01",1962-12-04,"Stan Jefferson",24.5,"OF",116,422,59,97,8,7,8,29,39,92,34,0.23,0.339,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.192253247429271,0.488854515343685,0.00499528794766149,0.10617022978704,0.224752238576226,0.334085225289336,0.0335320350553437,0.0536353404690135,0.585918244170305,0.195308934887093,8.29211101188897,6.41438791929713,4.79723496879637,5.56171241442331,0.46702367372723,0,5.26801435904345,57.8558851276524
"morenom01","moreo001","morenom01","Omar","Moreno","Omar Renan",180,74,"L","L","1975-09-06","1986-10-05",1952-10-24,"Omar Moreno",24.5,"OF",150,492,69,118,19,9,7,34,38,102,53,0.24,0.358,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.48,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,1.2873720225776,0.446672125279196,0.113591561581385,0.074843800457188,0.156086926011969,1.18574169142666,0.0165713723969874,0.000649477177882266,0.468003404155161,3.01046440206196,0.125662820427779,0.513677503587902,16.5881570889035,4.67921678894701,0.00810764789192859,7.105427357601e-15,5.35488735949545,57.1609011240364
"mcraebr01","mcrab001","mcraebr01","Brian","McRae","Brian Wesley",175,72,"B","R","1990-08-07","1999-10-03",1967-08-27,"Brian McRae",24.5,"OF",144.107160131166,543.991717325133,68.2316481642209,129.874635768379,23.8017571354843,6.21309657542192,5.21309657542192,54.3244007320864,34.1399637690565,88.2774694437757,17.8633501605661,0.239212282576191,0.334784357391496,0.287882155922835,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195555812759279,-0.309017134850002,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.743005871099909,2.8360009792188,0.0934567310378987,0.375180408591048,0.599829354523409,0.142113954315041,0.000995041113994105,0.659864297617952,0.136983064934374,0.00155506935657606,25.242328728381,0.212294141090887,3.14195530674993,0.598919817289689,0.713823379482361,7.105427357601e-15,5.95804549704036,52.3356360236771
"gomezca01","gomec002","gomezca01","Carlos","Gomez","Carlos Argelis",220,75,"R","R","2007-05-13","2015-09-30",1985-12-04,"Carlos Gomez",24.5,"OF",116.346375646705,336.362016350224,47.3366828377077,82.2974354361707,13.9242612299649,4.12779829562624,4.67459927082862,29.8663856402993,19.5520298835807,81.3613049419733,18.8202607468245,0.24313526294326,0.351472532936664,0.294471767928905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795896419639631,0.796630264267007,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.178456426353426,5.627336998622,0.298338171149048,0.555771020576601,3.57395367244004e-05,0.0242508109374475,5.09243096907801e-06,0.0383686653268226,0.666748203762336,0.871954869256537,23.9806125058676,3.01188448355375,11.7380805990825,4.24380664947657,0.071331716017875,7.105427357601e-15,7.16288921818216,42.6968862545428
"marisja01","marij002","marisja01","Jake","Marisnick","Jacob Shawn",220,76,"R","R","2013-07-23","2015-10-04",1991-03-30,"Jake Marisnick",24.5,"OF",109.205330727137,297.709250379443,37.2519598261533,71.2519598261533,12.5505487513229,2.60031357218452,6.90047035827678,30.0513326817842,14.5007839304613,91.702978935753,19.4510191095997,0.230226293485261,0.342933976003782,0.272776842236584,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84856976981106,1.58600313572185,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.566765823356905,9.7801270456884,0.916554421700139,1.12524815650344,0.0131151445762002,0.298045435818862,0.0152069972078384,0.0354400920281625,1.50661200217497,0.162835639060432,23.1666260305384,6.04733464573081,6.65667554876084,4.72773027552768,0.0211524150593286,0,7.41885905471538,40.6491275622769
"cardejo02","cardj101","cardejo02","Jose","Cardenal","Jose Rosario Domec",150,70,"R","R","1963-04-14","1980-10-03",1943-10-07,"Jose Cardenal",24.5,"OF",144.053361117005,528.623570714787,67.0552098424071,135.051512391602,18.3116143554571,6.0671833525806,7.68076071593848,40.034006088447,32.2905882950465,70.6424060459223,30.5964264473018,0.253566998967418,0.355476763135475,0.29702453243444,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17224721823972,0.923528449619538,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.738720900134049,1.91493473061942,0.0664310791994418,0.578034717540004,0.1160669344487,0.115399691129618,0.0274746714322976,0.0498391306925368,0.0482568294888212,5.38184130478891,11.101823118025,26.2670873810458,14.6141331639912,6.54487374761296,0.0403062672126212,7.105427357601e-15,8.22223957735126,34.2220833811899
"cuylemi01","cuylm001","cuylemi01","Milt","Cuyler","Milton",175,70,"B","R","1990-09-06","1998-09-27",1968-10-07,"Milt Cuyler",24.5,"OF",93.4968538274723,291.200979952096,47.8932176788968,67.1594286625305,11.5200027769464,5.16845384933919,1.30577515804018,23.5673289453035,20.5427036838164,60.8173463012183,15.1137309797406,0.227267245916161,0.317035789737009,0.283364783268182,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19687631779677,0.640853330957961,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,2.18930099037164,10.5915406577422,0.274065743587612,1.38672373532172,0.0383961596695941,0.0121258384706736,0.032748678444819,0.2075136554266,0.541637016658549,12.8908917532321,29.0477958277845,11.7007716448401,0.000194773184568632,0.0116198138979593,0.121443544191887,0,8.3094385991368,33.5244912069056
"herzowh01","herzw101","herzowh01","Whitey","Herzog","Dorrel Norman Elvert",182,71,"L","L","1956-04-17","1963-09-28",1931-11-09,"Whitey Herzog",24.5,"OF",117,421,49,103,13,7,4,35,35,74,8,0.245,0.337,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66,-1.44,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.15382048160428,0.516554514443516,0.228855245540193,0.0238939507363785,0.00624230118065585,0.334085225289337,0.00118564955778283,0.000247646852506715,0.193663428884509,3.5558592466819,40.1324840706119,5.4821613364748,3.96842656091272,12.4566625046176,2.06187046680312,0,8.31360406984788,33.491167441217
"wallsle01","walll101","wallsle01","Lee","Walls","Ray Lee",205,75,"R","R","1952-04-21","1964-10-04",1933-01-06,"Lee Walls",24.5,"OF",132.636440721415,424.485216780092,56.454661082122,108.12137485632,14.8182203607073,7.54548024047155,8.12123353372629,41.9091808416504,37.9091808416504,76.6667137741978,4.72725987976422,0.237727542524951,0.34765214253818,0.302394256299149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65183192865228,-0.776361580762276,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.109731655096911,0.423319711292849,0.0304340493617311,7.04705506971805e-05,0.00418058208656112,0.514588895588289,0.035990323331041,0.0903270412827366,0.457950010303193,2.37424186162822,45.8324918880677,0.000470636602688503,9.28755166222667,13.0057611761306,1.18616147906423,0,8.56465244143708,31.4827804685034
"javiest01","javis001","javiest01","Stan","Javier","Stanley Julian Antonio",185,72,"B","R","1984-04-15","2001-10-06",1964-01-09,"Stan Javier",24.5,"OF",112.180208201733,325.325709491505,41.1333095783359,80.4394410665503,10.0864109549392,2.41728219098785,2,27.424668482842,28.212334241421,54.2592328648177,15.0468986233967,0.236022158875562,0.301935747920623,0.302219720533275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518788821331006,-0.387629260107448,75,1000,25,20,15,2,500,10,10,20,500,150,2,5,4,10,20,0.02,10,20,50,50,2,5,30,3,1,0.002,48,0.378469450350926,6.69673803166869,0.638595423577776,0.637656861405566,0.0956193765949781,0.351284119028423,0.0205087219448667,0.0879305154674639,0.0125601592486369,19.699740477736,29.1436162983078,0.331588978219467,2.1969679490737,12.7612163840817,0.784929783415046,0,8.59287044765141,31.2570364187887
